LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 255.88787111271924, 4.212146026546819, 4.029327188589058, 9.817305810995892, 8.78969957081545, 8.0,
1, 49.26498270267783, 0.8797318339763898, 7.051600481716999, 9.817599295636862, 7.813066285169289, 8.914114720969998,
2, 0.798131872585729, 6.385054980685832, 0.20576837340100826, 3.902857142857143, 6.542085928765373, 8.0,
