LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 41303, 0, 63.5401786795148, 75.0, 63.262944749783045,
1, 58591, 0, 21.40943148265092, 25.0, 21.321729670927382,
2, 265607, 0, 0.1882480506914351, 99.20634920634922, 0.18303754466115926,
