LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 254879, 0, 10.296650567524198, 94.921875, 5.517711171662193,
1, 43791, 0, 28.64515539722774, 87.5, 17.324052590873936,
2, 390655, 0, 0.12799017035491675, 0.1953125, 0.09588242513500216,
