LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 798619, 0, 3.286172755719561, 56.17294520547945, 3.2652756522712885,
1, 504111, 0, 2.488340861437263, 12.5, 2.474864655839145,
2, 8119, 0, 6.15839389087326, 12.5, 6.136475208640157,
