LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 1541105, 0, 1.7029339337683027, 56.25, 1.700519603212122,
1, 1807903, 0, 0.6938425346935095, 6.25, 0.6929406669553861,
2, 6099, 0, 8.198065256599442, 25.0, 8.188666885031116,
