LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 160999, 0, 16.300722364735186, 89.14402173913044, 14.974323861691152,
1, 53115, 0, 23.616680786971664, 50.0, 22.338568935427595,
2, 20575, 0, 2.4301336573511545, 3.125, 2.3728170083523166,
