LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 568223, 0, 4.6186092432020525, 6.25, 3.6677399879251475,
1, 66655, 0, 18.81929337634086, 25.0, 15.108884178068994,
2, 527871, 0, 0.09472011154240335, 97.65625, 0.04754442551119783,
