LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 40607, 0, 64.6292511143399, 94.921875, 64.62765957446811,
1, 69471, 0, 18.056455211527112, 94.23076923076923, 18.056195301704303,
2, 146033, 0, 0.3423883642738285, 0.3875248015873016, 0.3423860196940437,
