LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 15.972764015025438, 8.063068803195284, 0.06086253625600304, 9.817256896889063, 8.78969957081545, 34.05917897661026,
1, 9.000582985784115, 18.36853670568187, 0.7347414682272748, 9.817256896889063, 7.813066285169289, 84.84856010568032,
2, 0.026891109389566566, 26.891109389566566, 0.0131304245066243, 3.900952380952381, 21.696983822610207, 128.0,
