LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 115271, 0, 22.767218120776256, 25.0, 21.087648249927682,
1, 13687, 0, 91.64901000949807, 100.0, 85.28691868370954,
2, 146943, 0, 0.34026799507291944, 97.65625, 0.18017758302582917,
