LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 1167857, 0, 2.247192935436445, 6.25, 2.2471910112359677,
1, 854559, 0, 1.4678916259731627, 25.0, 1.467889908256852,
2, 3073, 0, 16.270745200130165, 24.4140625, 16.26545217957059,
