LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 27953, 0, 93.88616606446536, 100.0, 92.0164089618176,
1, 13303, 0, 94.29452003307524, 100.0, 92.53467099439364,
2, 97791, 0, 0.5112944954034625, 97.65625, 0.38447342519685046,
