LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 154817, 0, 16.951626759335216, 24.897540983606557, 16.95151726543429,
1, 65463, 0, 19.161969356735867, 100.0, 19.16167664670661,
2, 9271, 0, 5.39316147125445, 6.103515625, 5.392579810181191,
