LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 67527, 0, 38.86445421831267, 49.52445652173913, 38.86387868735935,
1, 43511, 0, 28.829491392981087, 100.0, 28.828828828828723,
2, 17647, 0, 2.8333427778092592, 3.0517578125, 2.8331822302810514,
