LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 151199, 0, 17.35725765382046, 94.921875, 10.041322314049543,
1, 28183, 0, 44.50910123123869, 94.23076923076923, 30.26734871151437,
2, 164607, 0, 0.3037537893285219, 0.390625, 0.2534879948085656,
