LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 33763, 0, 77.73005953262447, 99.04891304347827, 77.72775737471869,
1, 44399, 0, 28.25288857857159, 98.0, 28.25225225225215,
2, 70591, 0, 0.7083055913643382, 0.762939453125, 0.7082955575702629,
