LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 323909, 0, 8.102275639145562, 74.69262295081968, 7.901368378268464,
1, 153271, 0, 8.184196619060357, 25.0, 8.030112923463015,
2, 12207, 0, 4.096010485786843, 6.25, 4.055807916937053,
